orange -> [[54, 0, 0], [66, 22, 66], [81, -77, 66]] -> 1 (label=1)
yellow -> [[47, 62, 43], [68, -1, 55], [53, 3, 4]] -> 1 (label=1)
aqua -> [[48, 9, -17], [81, -51, 0], [77, -73, 66]] -> 2 (label=1)
green -> [[68, -14, -43], [61, -22, 1], [53, 80, 18]] -> 1 (label=1)
purple -> [[68, -45, 50], [71, -34, -9], [47, 37, -33]] -> 2 (label=2)
purple -> [[52, 36, 35], [70, -59, 56], [37, 52, -67]] -> 2 (label=2)
tan -> [[67, -52, 36], [69, -13, 46], [51, 20, 19]] -> 1 (label=1)
green -> [[75, -70, 67], [55, -7, -32], [46, 17, -26]] -> 0 (label=0)
brown -> [[54, 22, 32], [47, 54, 35], [56, -4, 8]] -> 0 (label=0)
pink -> [[39, 47, -85], [66, -37, 7], [51, 74, -36]] -> 2 (label=2)
gray -> [[45, 40, -38], [64, -30, 2], [54, 0, 0]] -> 2 (label=2)
yellow -> [[55, 14, 26], [86, -38, 82], [64, -44, 29]] -> 1 (label=1)
yellow -> [[81, -11, 77], [62, 36, 63], [49, 49, -32]] -> 0 (label=0)
green -> [[65, 43, 72], [47, 39, -34], [87, -69, 83]] -> 2 (label=2)
blue -> [[46, 26, -70], [95, -26, 92], [71, 32, 76]] -> 0 (label=0)
orange -> [[48, 33, -5], [78, -62, 28], [67, 43, 74]] -> 2 (label=2)
purple -> [[88, -63, 16], [34, 79, -105], [43, 33, -42]] -> 1 (label=2)
gray -> [[61, -32, 18], [51, 2, -11], [51, 13, -11]] -> 1 (label=1)
gray -> [[63, -29, 33], [50, 13, 3], [50, 35, 30]] -> 1 (label=1)
green -> [[48, 46, 33], [83, -81, 73], [41, 27, -62]] -> 1 (label=1)
yellow -> [[90, -33, 86], [32, 76, -104], [56, -5, 9]] -> 0 (label=0)
yellow -> [[69, 8, 64], [66, -33, -1], [49, 29, -7]] -> 0 (label=0)
pink -> [[51, 1, -12], [86, -84, 79], [53, 81, 25]] -> 2 (label=2)
tan -> [[64, -8, 34], [67, -42, 46], [65, -45, 28]] -> 0 (label=0)
pink -> [[58, 57, 66], [48, 36, -1], [57, -12, -13]] -> 0 (label=1)
pink -> [[55, 92, -67], [46, 64, -52], [39, 82, -95]] -> 0 (label=0)
gray -> [[68, -38, 4], [64, -46, 40], [56, -10, 9]] -> 2 (label=2)
blue -> [[59, -9, 18], [64, -35, 39], [59, -22, 8]] -> 2 (label=2)
gray -> [[37, 38, -60], [57, -13, 13], [68, -54, 38]] -> 1 (label=1)
brown -> [[51, 6, -8], [61, -7, 25], [49, 65, -29]] -> 1 (label=1)
purple -> [[54, 0, -44], [54, 0, 0], [43, 69, -66]] -> 2 (label=2)
purple -> [[70, -2, 60], [59, -27, 22], [45, 15, -28]] -> 2 (label=2)
blue -> [[79, -74, 73], [77, -45, -2], [62, -18, 29]] -> 1 (label=1)
purple -> [[31, 68, -96], [41, 45, -52], [74, -29, 60]] -> 0 (label=1)
purple -> [[61, -6, 28], [42, 49, -51], [53, 1, -3]] -> 1 (label=1)
seafoam -> [[76, -28, -30], [76, -41, -7], [58, -20, 19]] -> 2 (label=1)
purple -> [[53, 18, 24], [47, 72, -57], [46, 16, -56]] -> 1 (label=1)
blue -> [[71, -50, 18], [67, -29, -8], [54, 63, 61]] -> 1 (label=1)
gray -> [[53, 1, -1], [52, 80, 27], [81, -22, 73]] -> 0 (label=0)
gray -> [[53, 1, 2], [33, 53, -83], [72, -38, 58]] -> 0 (label=0)
green -> [[82, -67, 33], [55, -7, 4], [49, 71, -20]] -> 0 (label=0)
gray -> [[43, 18, -45], [52, 8, -6], [50, 73, -36]] -> 1 (label=1)
brown -> [[46, 11, -39], [38, 78, -91], [50, 20, 12]] -> 2 (label=2)
orange -> [[81, -22, 73], [71, -61, 47], [56, 39, 50]] -> 2 (label=2)
green -> [[88, -50, -8], [55, 56, 60], [83, -56, 78]] -> 2 (label=2)
purple -> [[53, 0, -2], [88, -45, -16], [50, 15, -2]] -> 2 (label=2)
purple -> [[46, 15, -25], [50, 21, -9], [46, 56, -45]] -> 2 (label=2)
blue -> [[34, 71, -90], [38, 58, -70], [67, -50, 33]] -> 0 (label=0)
yellow -> [[89, -49, 86], [51, 17, -13], [53, 33, 39]] -> 0 (label=0)
red -> [[46, 57, 26], [81, -77, 75], [48, 34, -10]] -> 0 (label=0)
green -> [[69, -53, 33], [52, 8, -5], [55, 85, -13]] -> 0 (label=0)
yellow -> [[66, -28, -11], [50, 24, -13], [77, -1, 74]] -> 2 (label=2)
barney -> [[66, -11, -46], [57, 4, 23], [46, 62, -51]] -> 2 (label=2)
green -> [[83, -27, 76], [37, 77, -93], [78, -71, 72]] -> 2 (label=2)
green -> [[52, 1, -5], [73, -59, 35], [38, 48, -85]] -> 1 (label=1)
green -> [[47, 47, -2], [84, -71, 38], [43, 43, -48]] -> 1 (label=1)
purple -> [[60, -32, 26], [49, 73, 48], [50, 18, -2]] -> 2 (label=2)
gray -> [[73, 14, 73], [48, 48, -19], [53, 0, -1]] -> 2 (label=2)
gray -> [[48, 33, 22], [54, 0, 0], [51, 2, -8]] -> 2 (label=1)
orange -> [[47, 34, -30], [64, 11, 54], [62, -36, 31]] -> 1 (label=1)
red -> [[40, 82, -93], [50, 64, 52], [54, -1, 1]] -> 1 (label=1)
purple -> [[47, 35, 0], [62, -28, 6], [49, 25, -20]] -> 2 (label=2)
blue -> [[57, -12, -12], [45, 34, -37], [70, -50, 21]] -> 1 (label=0)
brown -> [[54, 8, 16], [79, -73, 57], [42, 36, -76]] -> 0 (label=0)
pink -> [[51, 21, 18], [74, -54, 63], [47, 53, -9]] -> 2 (label=2)
green -> [[55, 1, 11], [76, -54, 15], [47, 56, 3]] -> 1 (label=1)
purple -> [[56, -10, -14], [51, 16, -13], [47, 39, -3]] -> 1 (label=1)
purple -> [[41, 32, -48], [40, 26, -55], [61, -37, 31]] -> 0 (label=0)
pink -> [[50, 25, -10], [55, 62, 62], [52, 11, 11]] -> 1 (label=0)
teal -> [[89, -42, 85], [68, -44, 15], [47, 51, 5]] -> 1 (label=1)
orange -> [[36, 48, -67], [58, -9, -36], [82, -2, 82]] -> 2 (label=2)
brown -> [[52, 6, 2], [82, -38, -23], [54, 0, 0]] -> 2 (label=0)
grapes -> [[52, 2, -4], [50, 23, -13], [49, 5, -20]] -> 1 (label=1)
brown -> [[70, -21, 50], [78, -48, 70], [75, -70, 62]] -> 0 (label=0)
gray -> [[58, 11, 34], [56, -5, 9], [60, -8, 22]] -> 1 (label=1)
pink -> [[47, 51, 6], [49, 23, -1], [77, -43, 68]] -> 0 (label=0)
purple -> [[41, 81, -87], [46, 52, 27], [32, 74, -101]] -> 0 (label=0)
gray -> [[54, 0, 5], [51, 40, 36], [68, -46, 19]] -> 0 (label=0)
blue -> [[87, -69, 30], [78, -72, 71], [86, -82, 67]] -> 0 (label=0)
gray -> [[40, 24, -47], [53, 81, 29], [54, 0, 0]] -> 2 (label=2)
purple -> [[52, 88, -65], [62, 20, 55], [50, 76, 17]] -> 0 (label=0)
yellow -> [[65, -47, 33], [61, -32, 29], [75, -25, 63]] -> 2 (label=2)
purple -> [[56, 72, 68], [80, -6, 77], [48, 52, -24]] -> 2 (label=2)
red -> [[62, -20, -19], [57, 66, 67], [50, 5, -11]] -> 1 (label=1)
blue -> [[55, -5, -1], [31, 71, -98], [84, -70, 38]] -> 1 (label=1)
orange -> [[50, 24, -13], [72, 26, 76], [89, -28, 85]] -> 1 (label=1)
blue -> [[57, 18, 39], [38, 29, -53], [32, 67, -93]] -> 2 (label=2)
gray -> [[88, -85, 83], [53, 0, -1], [47, 52, -10]] -> 1 (label=1)
purple -> [[58, -9, 17], [42, 75, -76], [64, -14, -39]] -> 1 (label=1)
blue -> [[40, 25, -53], [74, 5, 71], [68, -49, 50]] -> 0 (label=0)
blue -> [[58, -6, 15], [53, 8, 12], [54, -6, 5]] -> 2 (label=2)
brown -> [[64, -29, -2], [51, 19, 16], [47, 58, 38]] -> 1 (label=1)
purple -> [[48, 56, -18], [51, 78, 19], [53, 15, -65]] -> 0 (label=0)
gray -> [[50, 67, -39], [52, 7, -4], [32, 76, -102]] -> 1 (label=1)
tan -> [[54, -3, 1], [66, -7, 41], [49, 32, -12]] -> 1 (label=1)
purple -> [[54, -4, -34], [48, 61, -6], [52, 79, 64]] -> 1 (label=1)
blue -> [[57, 0, 18], [40, 58, -64], [55, 91, -62]] -> 1 (label=1)
pink -> [[48, 67, 19], [35, 62, -80], [47, 57, -9]] -> 0 (label=2)
blue -> [[50, 68, -36], [68, -27, 45], [61, -25, 6]] -> 2 (label=2)
green -> [[63, -31, 7], [49, 19, -66], [51, 86, -66]] -> 0 (label=0)
gray -> [[54, -4, -4], [64, -20, 34], [49, 40, -19]] -> 0 (label=0)
purple -> [[47, 31, 7], [49, 38, -19], [47, 47, -2]] -> 1 (label=1)
gray -> [[52, 12, -7], [46, 66, -53], [60, 39, 61]] -> 0 (label=0)
gray -> [[54, 0, 0], [52, 8, -3], [53, 14, -64]] -> 1 (label=0)
magenta -> [[53, 88, -61], [63, -25, 33], [44, 71, -66]] -> 2 (label=0)
blue -> [[33, 73, -104], [52, 64, 57], [47, 57, 0]] -> 0 (label=0)
green -> [[33, 73, -98], [55, -4, 0], [78, -74, 66]] -> 2 (label=2)
blue -> [[51, 74, -39], [48, 70, 24], [58, -14, -17]] -> 2 (label=2)
purple -> [[83, -77, 61], [45, 76, -67], [50, 17, 0]] -> 1 (label=1)
gray -> [[48, 63, -10], [53, 2, -1], [34, 52, -82]] -> 1 (label=1)
blue -> [[48, 37, 24], [56, -12, 10], [60, -18, -10]] -> 2 (label=2)
magenta -> [[48, 75, -57], [53, 82, -43], [44, 79, -76]] -> 2 (label=1)
purple -> [[56, -16, 12], [48, 66, 21], [50, 57, -37]] -> 2 (label=2)
blue -> [[40, 32, -49], [44, 48, -46], [44, 81, -80]] -> 0 (label=0)
green -> [[70, -59, 55], [47, 11, -47], [57, -9, 12]] -> 0 (label=0)
aqua -> [[64, -25, -12], [39, 66, -73], [52, -2, -13]] -> 0 (label=0)
gray -> [[54, -5, -8], [47, 39, 1], [39, 67, -73]] -> 0 (label=0)
purple -> [[47, 12, -23], [62, -31, 13], [57, 6, 24]] -> 0 (label=0)
brown -> [[57, -12, 0], [47, 18, -24], [54, 1, 5]] -> 2 (label=2)
pink -> [[59, 15, 42], [50, 74, -25], [53, 1, -44]] -> 1 (label=1)
purple -> [[41, 36, -75], [39, 52, -63], [48, 5, -31]] -> 1 (label=1)
yellow -> [[44, 36, -41], [83, -32, 78], [71, -26, 53]] -> 1 (label=1)
olive -> [[69, -57, 54], [76, -26, 64], [78, -38, 70]] -> 1 (label=1)
blue -> [[65, -45, 26], [54, -1, -1], [60, -10, -38]] -> 2 (label=2)
gray -> [[81, 8, 83], [53, 1, 1], [48, 29, -4]] -> 1 (label=1)
orange -> [[47, 55, -1], [64, -32, 36], [66, -10, 40]] -> 2 (label=2)
green -> [[62, -2, 35], [44, 19, -55], [62, -20, 30]] -> 2 (label=2)
brown -> [[49, 19, 9], [36, 45, -66], [58, 11, -65]] -> 0 (label=0)
green -> [[54, -6, 4], [79, -66, 36], [44, 27, -68]] -> 1 (label=1)
gray -> [[56, -11, 11], [61, -6, -47], [49, 65, -43]] -> 0 (label=0)
blue -> [[55, 1, -48], [46, 11, -24], [72, -55, 27]] -> 0 (label=0)
red -> [[49, 72, 41], [40, 44, -55], [47, 39, 7]] -> 0 (label=0)
blue -> [[43, 80, -79], [34, 69, -100], [58, 40, 56]] -> 1 (label=1)
gray -> [[47, 50, 2], [54, 83, -2], [50, 26, -13]] -> 2 (label=2)
yellow -> [[86, -81, 81], [92, -17, 89], [54, 65, 61]] -> 1 (label=1)
green -> [[58, -4, 16], [68, -44, 50], [53, -4, -22]] -> 1 (label=1)
green -> [[80, -69, 44], [53, 83, -51], [55, 18, 31]] -> 0 (label=0)
purple -> [[32, 68, -98], [51, 12, -5], [37, 77, -92]] -> 2 (label=2)
blue -> [[53, -1, -1], [61, -32, 29], [34, 52, -76]] -> 2 (label=2)
gray -> [[49, 23, -2], [66, 40, 72], [53, 3, -2]] -> 2 (label=2)
blue -> [[68, -18, 45], [40, 25, -50], [52, 5, 2]] -> 1 (label=1)
gray -> [[34, 79, -103], [55, -6, 7], [76, -65, 68]] -> 1 (label=1)
green -> [[62, -32, 32], [51, 75, -48], [59, 4, 31]] -> 0 (label=0)
gray -> [[56, -11, -14], [55, -2, 6], [55, -9, 7]] -> 1 (label=1)
pink -> [[47, 65, 31], [49, 11, -16], [49, 59, -32]] -> 0 (label=2)
red -> [[57, -2, 12], [47, 28, 12], [78, -23, 68]] -> 2 (label=1)
green -> [[50, 75, -20], [57, 4, 22], [73, -19, 56]] -> 2 (label=2)
gray -> [[46, 45, 24], [31, 70, -97], [54, -1, 1]] -> 2 (label=2)
green -> [[42, 48, -51], [75, -54, 16], [53, 2, 3]] -> 1 (label=1)
olive -> [[42, 24, -59], [68, -40, 6], [58, -6, 15]] -> 0 (label=2)
yellow -> [[76, -39, 66], [69, -56, 38], [55, -1, 5]] -> 0 (label=0)
blue -> [[38, 51, -88], [43, 74, -70], [40, 44, -55]] -> 0 (label=0)
gray -> [[54, -4, -6], [51, 74, 61], [32, 78, -107]] -> 0 (label=0)
blue -> [[47, 58, 3], [69, 27, 71], [41, 28, -63]] -> 2 (label=2)
gray -> [[70, -52, 56], [50, 2, -20], [54, 0, 2]] -> 2 (label=2)
blue -> [[65, -27, -8], [67, -15, 40], [49, 72, 1]] -> 0 (label=0)
pink -> [[47, 35, -31], [45, 85, -82], [57, 91, -38]] -> 2 (label=2)
gray -> [[48, 23, -24], [48, 80, -63], [52, 80, -49]] -> 0 (label=0)
magenta -> [[54, -3, -1], [57, 89, -27], [53, 82, -18]] -> 1 (label=2)
gray -> [[68, -56, 51], [47, 44, 27], [54, 3, 10]] -> 2 (label=2)
red -> [[53, 14, 21], [65, 17, 61], [57, -5, 13]] -> 1 (label=0)
green -> [[56, -4, 9], [65, -46, 33], [50, 17, 11]] -> 1 (label=1)
blue -> [[45, 13, -33], [38, 54, -91], [57, -3, 13]] -> 1 (label=1)
brown -> [[57, 9, 28], [59, -17, -11], [78, -38, 69]] -> 0 (label=0)
blue -> [[54, -1, 1], [35, 61, -93], [87, -76, 49]] -> 1 (label=1)
gray -> [[69, -21, -34], [53, 2, -2], [53, 89, -65]] -> 1 (label=1)
purple -> [[41, 59, -63], [55, -7, 4], [39, 29, -58]] -> 0 (label=0)
gray -> [[49, 88, -77], [54, -3, -4], [49, 76, -56]] -> 1 (label=1)
blue -> [[49, 58, -36], [39, 73, -79], [41, 24, -43]] -> 2 (label=2)
gray -> [[49, 44, 34], [50, 18, 13], [54, 43, 49]] -> 1 (label=1)
yellow -> [[50, 32, -20], [79, -15, 70], [65, -23, 38]] -> 1 (label=1)
orange -> [[61, 36, 61], [65, -11, 35], [38, 40, -60]] -> 0 (label=0)
orange -> [[59, 26, 51], [54, 0, 0], [66, -12, 37]] -> 0 (label=0)
green -> [[34, 75, -96], [88, -78, 52], [51, 4, -44]] -> 1 (label=1)
red -> [[49, 66, 50], [50, 67, -39], [81, -75, 60]] -> 0 (label=0)
purple -> [[36, 50, -70], [59, -27, 20], [46, 23, -66]] -> 0 (label=0)
blue -> [[54, -6, -12], [43, 26, -39], [46, 34, -79]] -> 2 (label=2)
pink -> [[52, 78, -49], [53, 1, 0], [32, 76, -103]] -> 0 (label=0)
brown -> [[43, 41, -46], [85, -75, 81], [55, 7, 19]] -> 2 (label=2)
green -> [[53, 78, 65], [82, -71, 77], [52, -1, -12]] -> 1 (label=1)
green -> [[70, -53, 31], [43, 30, -71], [82, -9, 79]] -> 0 (label=0)
gray -> [[55, -7, 0], [77, -65, 38], [50, 3, -23]] -> 0 (label=0)
pink -> [[55, 14, -66], [48, 33, -6], [34, 75, -98]] -> 2 (label=1)
purple -> [[43, 40, -45], [41, 33, -71], [93, -28, 90]] -> 0 (label=0)
blue -> [[46, 25, -29], [35, 58, -76], [37, 39, -72]] -> 2 (label=2)
purple -> [[46, 79, -69], [76, -37, 65], [57, 12, -65]] -> 0 (label=0)
blue -> [[55, -9, -14], [55, -6, 2], [47, 67, -52]] -> 0 (label=0)
yellow -> [[47, 45, 29], [59, -14, -27], [74, -8, 64]] -> 2 (label=2)
blue -> [[75, 4, 73], [50, 33, 27], [57, -13, -19]] -> 2 (label=2)
purple -> [[53, 80, 67], [50, 86, -68], [66, 6, 54]] -> 1 (label=1)
blue -> [[35, 44, -68], [55, 1, 10], [72, -67, 61]] -> 0 (label=0)
green -> [[79, -67, 38], [52, 79, 57], [53, 13, -63]] -> 0 (label=0)
brown -> [[69, -19, -38], [86, -71, 82], [66, -3, 47]] -> 2 (label=2)
green -> [[79, -32, -27], [61, -14, 26], [65, -45, 30]] -> 2 (label=2)
purple -> [[53, 2, -1], [42, 83, -90], [82, 2, 82]] -> 1 (label=1)
brown -> [[48, 50, 34], [52, 72, 62], [46, 51, 17]] -> 1 (label=0)
yellow -> [[57, -3, -45], [54, 87, -56], [94, -19, 92]] -> 2 (label=2)
blue -> [[32, 75, -104], [65, 7, 53], [51, 15, 12]] -> 0 (label=0)
orange -> [[61, 55, 70], [79, -50, 3], [54, 0, 0]] -> 0 (label=0)
tan -> [[46, 45, 14], [54, -1, 3], [58, -20, 9]] -> 0 (label=1)
red -> [[52, 20, 24], [56, -11, 9], [47, 58, 40]] -> 2 (label=2)
blue -> [[32, 68, -97], [48, 18, -21], [66, -9, 39]] -> 0 (label=0)
gray -> [[55, 88, -52], [56, -9, 2], [51, 0, -35]] -> 1 (label=1)
lime -> [[50, 17, -14], [81, -54, 74], [46, 59, 35]] -> 1 (label=1)
green -> [[47, 42, 24], [66, -36, 43], [56, -12, 10]] -> 1 (label=1)
green -> [[64, 1, 44], [59, -27, 19], [64, -26, -4]] -> 1 (label=1)
blue -> [[47, 30, 10], [52, -1, -11], [53, 0, -3]] -> 1 (label=1)
gray -> [[60, -29, 16], [52, 0, -9], [59, 6, 31]] -> 1 (label=1)
red -> [[51, 76, 40], [53, -2, -38], [73, -29, -26]] -> 0 (label=0)
pink -> [[42, 19, -45], [78, -71, 54], [50, 71, -40]] -> 2 (label=2)
gray -> [[44, 18, -53], [52, -1, -8], [49, 16, -62]] -> 1 (label=1)
green -> [[50, 24, 19], [62, 10, 46], [76, -66, 43]] -> 2 (label=2)
purple -> [[85, -50, -4], [53, 2, 4], [48, 48, -37]] -> 2 (label=2)
green -> [[66, -43, 44], [51, 75, -37], [69, 12, 64]] -> 0 (label=0)
blue -> [[53, 3, 0], [47, 64, 19], [83, -43, -14]] -> 2 (label=2)
bright -> [[73, -68, 63], [70, -28, 51], [83, -80, 78]] -> 1 (label=2)
violet -> [[50, 70, -30], [63, 13, 50], [63, -25, 34]] -> 0 (label=0)
blue -> [[48, 29, -3], [57, -21, 15], [32, 70, -99]] -> 2 (label=2)
lime -> [[68, -35, 48], [60, -32, 23], [63, -35, 36]] -> 0 (label=0)
blue -> [[42, 47, -88], [59, 49, 64], [52, 80, -5]] -> 0 (label=0)
orange -> [[60, 48, 66], [67, -56, 48], [73, -25, -33]] -> 0 (label=0)
orange -> [[56, -10, 4], [38, 74, -86], [72, 26, 75]] -> 2 (label=2)
gray -> [[89, -55, 85], [43, 73, -71], [55, -6, -3]] -> 2 (label=2)
blue -> [[33, 76, -101], [80, -59, 74], [50, 32, -19]] -> 0 (label=0)
red -> [[52, 78, 56], [50, 45, 38], [55, -7, -32]] -> 0 (label=0)
yellow -> [[87, -56, 83], [57, 92, -53], [76, -60, 28]] -> 0 (label=0)
green -> [[69, -5, 54], [85, -8, 83], [84, -41, 79]] -> 2 (label=2)
green -> [[61, -37, 26], [35, 65, -82], [52, 38, 40]] -> 0 (label=0)
gray -> [[56, -7, -3], [54, 83, 19], [47, 8, -28]] -> 0 (label=0)
pink -> [[41, 35, -48], [49, 67, -45], [48, 15, -21]] -> 1 (label=1)
pink -> [[74, -66, 64], [82, -11, 78], [50, 74, -6]] -> 2 (label=2)
green -> [[61, -33, 20], [70, 16, 70], [31, 63, -90]] -> 0 (label=0)
gray -> [[39, 29, -58], [62, -37, 33], [49, 12, -17]] -> 2 (label=2)
red -> [[54, 84, -49], [88, -68, 84], [51, 74, 61]] -> 2 (label=2)
teal -> [[63, -18, 30], [71, -23, 53], [65, -41, 20]] -> 0 (label=2)
brown -> [[47, 60, -3], [59, 47, 64], [53, 7, 10]] -> 1 (label=2)
green -> [[71, -10, 53], [85, -79, 63], [54, 85, -26]] -> 1 (label=1)
red -> [[44, 27, -36], [48, 33, -3], [48, 31, -26]] -> 1 (label=1)
yellow -> [[58, -26, 19], [79, -39, 72], [53, 3, 4]] -> 1 (label=1)
gray -> [[59, -24, 12], [53, 82, -32], [57, -7, 13]] -> 2 (label=2)
gray -> [[56, -2, 11], [54, 52, 55], [85, -72, 40]] -> 0 (label=0)
teal -> [[35, 69, -88], [49, 32, -24], [67, -27, -18]] -> 1 (label=2)
brown -> [[53, 4, 8], [53, -3, -36], [50, 11, -14]] -> 0 (label=0)
gray -> [[32, 77, -105], [55, -4, -40], [55, -5, -4]] -> 2 (label=2)
gold -> [[61, -21, 28], [53, 2, -1], [60, -31, 27]] -> 0 (label=0)
pink -> [[58, 95, -64], [83, -52, 1], [86, -3, 85]] -> 0 (label=0)
purple -> [[49, 35, -15], [58, -26, 18], [87, -64, 83]] -> 0 (label=0)
purple -> [[68, -54, 40], [89, -54, -2], [50, 20, -7]] -> 2 (label=2)
red -> [[35, 68, -86], [47, 41, 8], [68, -20, 46]] -> 1 (label=1)
gray -> [[49, 68, -22], [54, -3, -2], [55, 46, 54]] -> 1 (label=1)
pink -> [[56, -7, 10], [52, 78, 29], [57, 17, 36]] -> 1 (label=1)
green -> [[39, 34, -68], [66, -36, 4], [47, 52, 7]] -> 1 (label=1)
green -> [[54, 86, -41], [85, -78, 59], [40, 24, -47]] -> 1 (label=1)
blue -> [[33, 56, -80], [39, 53, -92], [36, 76, -95]] -> 1 (label=1)
blue -> [[47, 54, -1], [49, 3, -25], [34, 73, -94]] -> 2 (label=2)
blue -> [[59, 97, -63], [79, -61, 25], [57, 3, -54]] -> 2 (label=2)
brown -> [[33, 54, -84], [55, 86, -24], [55, 33, 43]] -> 2 (label=2)
brown -> [[83, -19, 77], [63, 2, 41], [40, 43, -82]] -> 1 (label=1)
purple -> [[58, 23, 44], [88, -45, -16], [45, 70, -61]] -> 2 (label=2)
purple -> [[62, -30, 32], [54, 26, 35], [51, 18, -8]] -> 2 (label=2)
purple -> [[39, 43, -56], [46, 41, 21], [59, -15, -5]] -> 0 (label=0)
drab -> [[48, 29, 3], [35, 49, -82], [56, -14, 6]] -> 1 (label=2)
gray -> [[62, 52, 69], [50, 2, -17], [64, -34, 38]] -> 1 (label=1)
gray -> [[32, 57, -83], [56, -9, -2], [49, 23, -19]] -> 1 (label=1)
blue -> [[47, 26, -27], [61, -18, -22], [69, -38, 0]] -> 1 (label=1)
lavender -> [[46, 15, -27], [49, 30, -13], [52, 5, -6]] -> 0 (label=1)
purple -> [[46, 17, -26], [71, -54, 29], [43, 34, -76]] -> 0 (label=0)
gray -> [[47, 8, -36], [53, -2, -10], [49, 67, -18]] -> 1 (label=1)
orange -> [[64, -30, 37], [81, -10, 77], [74, 7, 73]] -> 2 (label=2)
gray -> [[36, 68, -83], [62, -21, -7], [58, -12, -4]] -> 2 (label=2)
pink -> [[56, 94, -66], [55, -7, -7], [36, 72, -89]] -> 0 (label=0)
aqua -> [[62, -34, 16], [85, -63, 20], [52, 5, -6]] -> 1 (label=1)
green -> [[63, -19, 32], [66, 16, 61], [51, 27, 26]] -> 0 (label=0)
violet -> [[49, 38, -22], [48, 57, -42], [63, -29, 33]] -> 1 (label=1)
purple -> [[49, 60, -34], [48, 69, 34], [65, -28, -6]] -> 0 (label=0)
pink -> [[49, 71, -10], [49, 33, -12], [46, 55, -44]] -> 0 (label=0)
blue -> [[64, -20, -26], [77, 1, 75], [53, 83, -39]] -> 0 (label=0)
purple -> [[49, 8, -16], [59, -23, 8], [73, -48, 61]] -> 0 (label=0)
pink -> [[59, -21, 5], [57, 95, -66], [51, 67, 56]] -> 1 (label=1)
purple -> [[50, 18, -2], [40, 61, -65], [51, 73, -41]] -> 1 (label=1)
green -> [[63, 7, 45], [41, 33, -47], [63, -30, 3]] -> 2 (label=2)
purple -> [[50, 19, 13], [46, 46, -39], [79, -74, 60]] -> 1 (label=1)
blue -> [[49, 52, -28], [42, 27, -41], [47, 81, -70]] -> 1 (label=1)
pink -> [[50, 7, -12], [47, 58, -4], [59, -21, 22]] -> 1 (label=1)
blue -> [[53, -5, -20], [49, 71, 31], [52, 79, -34]] -> 0 (label=0)
yellow -> [[70, -39, 1], [86, -19, 81], [53, 39, 44]] -> 1 (label=1)
orange -> [[57, -17, 9], [74, 16, 76], [55, 92, -64]] -> 1 (label=1)
gray -> [[51, 16, -7], [49, 24, -6], [52, 2, -6]] -> 2 (label=2)
gray -> [[81, -72, 48], [53, 1, -1], [37, 53, -69]] -> 1 (label=1)
blue -> [[82, -80, 77], [42, 19, -47], [46, 43, -37]] -> 1 (label=1)
orange -> [[58, 37, 55], [53, 81, 1], [43, 47, -50]] -> 0 (label=0)
purple -> [[32, 65, -91], [89, -46, -16], [40, 51, -59]] -> 2 (label=2)
purple -> [[46, 72, -61], [39, 31, -53], [34, 52, -83]] -> 0 (label=0)
blue -> [[59, -17, -3], [56, 34, 48], [46, 31, -76]] -> 2 (label=2)
green -> [[54, -1, -43], [77, -31, 67], [49, 36, -26]] -> 1 (label=1)
green -> [[68, -53, 34], [58, -4, 17], [37, 64, -99]] -> 0 (label=0)
green -> [[44, 84, -87], [75, -72, 67], [69, -16, 47]] -> 1 (label=1)
green -> [[76, -23, 63], [51, 15, 11], [71, -38, 56]] -> 2 (label=2)
blue -> [[57, -16, 6], [61, -1, 33], [47, 12, -52]] -> 2 (label=2)
green -> [[92, -19, 89], [49, 36, -18], [88, -60, 83]] -> 2 (label=2)
yellow -> [[39, 36, -72], [67, -52, 36], [90, -53, 86]] -> 2 (label=2)
purple -> [[62, -13, 27], [47, 25, -26], [52, 76, 63]] -> 1 (label=1)
dull -> [[73, -20, -40], [48, 43, -18], [42, 71, -71]] -> 1 (label=1)
purple -> [[49, 38, -28], [44, 46, -45], [52, 78, -37]] -> 1 (label=1)
blue -> [[47, 35, -81], [41, 46, -54], [49, 6, -19]] -> 0 (label=0)
pink -> [[50, 31, -18], [55, 84, -4], [49, 52, -34]] -> 1 (label=1)
purple -> [[88, -74, 41], [58, -18, 18], [50, 31, -18]] -> 2 (label=2)
blue -> [[37, 42, -76], [41, 25, -45], [46, 64, -52]] -> 0 (label=0)
tan -> [[58, -24, 18], [55, -5, -2], [58, -5, 15]] -> 2 (label=2)
gray -> [[51, 12, -11], [49, 37, -22], [44, 36, -40]] -> 0 (label=0)
blue -> [[58, -18, 6], [37, 73, -88], [49, 73, 33]] -> 1 (label=1)
yellow -> [[85, -26, 80], [38, 41, -59], [57, -13, 3]] -> 0 (label=0)
purple -> [[49, 4, -27], [43, 43, -47], [40, 37, -52]] -> 1 (label=1)
red -> [[53, 77, 66], [59, -16, -6], [49, 61, -33]] -> 0 (label=0)
purple -> [[66, -7, -51], [52, 6, 5], [48, 47, -18]] -> 2 (label=2)
gray -> [[86, -51, 81], [57, -7, 11], [60, -1, 27]] -> 1 (label=1)
purple -> [[42, 21, -39], [61, -26, 28], [71, -5, 58]] -> 0 (label=0)
grass -> [[79, -14, 71], [50, 76, 4], [77, -72, 69]] -> 2 (label=2)
